scope,program_id,program_name,credential,study_mode,school,url,catalogs,catalog_occurrence_count,official_course_reference_count,database_course_count,http_status,final_url,classification,reason,matched_program_id
current_catalog,143ADIPMA,Automotive Service Technician and Operations (Ford ASSET Option),Diploma,Full-time,School of Transportation,https://www.bcit.ca/programs/automotive-service-technician-and-operations-ford-asset-option-diploma-full-time-143adipma/,trades-apprenticeships,1,41,,200,https://www.bcit.ca/programs/automotive-service-technician-and-operations-ford-asset-option-diploma-full-time-143adipma/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,143BDIPMA,Automotive Service Technician and Operations - Non-Co-op Option,Diploma,Full-time,School of Transportation,https://www.bcit.ca/programs/automotive-service-technician-and-operations-non-co-op-option-diploma-full-time-143bdipma/,trades-apprenticeships,1,39,,200,https://www.bcit.ca/programs/automotive-service-technician-and-operations-non-co-op-option-diploma-full-time-143bdipma/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,1450TTCERT,Boilermaker Foundation,Certificate,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/boilermaker-foundation-certificate-full-time-1450ttcert/,trades-apprenticeships,1,,13,,https://www.bcit.ca/programs/boilermaker-foundation-certificate-full-time-1450ttcert/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,1450TTCERT
current_catalog,1525TTDIPL,CNC Machinist Technician,Diploma,Full-time,School of Energy,https://www.bcit.ca/programs/cnc-machinist-technician-diploma-full-time-1525ttdipl/,trades-apprenticeships,1,,26,,https://www.bcit.ca/programs/cnc-machinist-technician-diploma-full-time-1525ttdipl/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,1525TTDIPL
current_catalog,1645CERT,Carpentry Framing and Forming Foundation,Certificate,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/carpentry-framing-and-forming-foundation-certificate-full-time-1645cert/,trades-apprenticeships,1,1,,200,https://www.bcit.ca/programs/carpentry-framing-and-forming-foundation-certificate-full-time-1645cert/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,1685ACERT,Railway Conductor and Operations,Associate Certificate,Part-time,School of Transportation,https://www.bcit.ca/programs/railway-conductor-and-operations-associate-certificate-part-time-1685acert/,trades-apprenticeships,1,,3,,https://www.bcit.ca/programs/railway-conductor-and-operations-associate-certificate-part-time-1685acert/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,1685ACERT
current_catalog,1710CERTTS,Architectural and Structural CADD and Graphics Technician (Structural Option),Certificate,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/architectural-and-structural-cadd-and-graphics-technician-structural-option-certificate-full-time-1710certts/,engineering|trades-apprenticeships,2,,17,,https://www.bcit.ca/programs/architectural-and-structural-cadd-and-graphics-technician-structural-option-certificate-full-time-1710certts/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,1710CERTTS
current_catalog,1720CERTTS,Architectural and Structural CADD and Graphics Technician (Architectural Option),Certificate,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/architectural-and-structural-cadd-and-graphics-technician-architectural-option-certificate-full-time-1720certts/,engineering|trades-apprenticeships,2,15,,200,https://www.bcit.ca/programs/architectural-and-structural-cadd-and-graphics-technician-architectural-option-certificate-full-time-1720certts/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,1780CERT,Electrical Foundation,Certificate,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/electrical-foundation-certificate-full-time-1780cert/,trades-apprenticeships,2,,9,,https://www.bcit.ca/programs/electrical-foundation-certificate-full-time-1780cert/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,1780CERT
current_catalog,1790ACERT,Hydronic Technician,Associate Certificate,Part-time,School of Construction and the Environment,https://www.bcit.ca/programs/hydronic-technician-associate-certificate-part-time-1790acert/,trades-apprenticeships,1,,8,,https://www.bcit.ca/programs/hydronic-technician-associate-certificate-part-time-1790acert/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,1790ACERT
current_catalog,1855DIPMA,Heavy Duty Truck Technology,Diploma,Full-time,School of Transportation,https://www.bcit.ca/programs/heavy-duty-truck-technology-diploma-full-time-1855dipma/,trades-apprenticeships,1,33,,200,https://www.bcit.ca/programs/heavy-duty-truck-technology-diploma-full-time-1855dipma/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,1885ACERTS,Network Administrator Technician,Associate Certificate,Part-time,School of Energy,https://www.bcit.ca/programs/network-administrator-technician-associate-certificate-part-time-1885acerts/,computing-it,2,4,,200,https://www.bcit.ca/programs/network-administrator-technician-associate-certificate-part-time-1885acerts/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,1920CERT,Marine Mechanical Technician Foundation,Certificate,Full-time,School of Transportation,https://www.bcit.ca/programs/marine-mechanical-technician-foundation-certificate-full-time-1920cert/,trades-apprenticeships,1,,16,,https://www.bcit.ca/programs/marine-mechanical-technician-foundation-certificate-full-time-1920cert/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,1920CERT
current_catalog,1930DIPMA,Computer Information Systems Administration,Diploma,Full-time,School of Energy,https://www.bcit.ca/programs/computer-information-systems-administration-diploma-full-time-1930dipma/,computing-it,2,,26,,https://www.bcit.ca/programs/computer-information-systems-administration-diploma-full-time-1930dipma/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,1930DIPMA
current_catalog,1940CERT,Heavy Mechanical Trades Foundation,Certificate,Full-time,School of Transportation,https://www.bcit.ca/programs/heavy-mechanical-trades-foundation-certificate-full-time-1940cert/,trades-apprenticeships,1,,14,,https://www.bcit.ca/programs/heavy-mechanical-trades-foundation-certificate-full-time-1940cert/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,1940CERT
current_catalog,2000TTCERT,Ironworker Foundation,Certificate,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/ironworker-foundation-certificate-full-time-2000ttcert/,trades-apprenticeships,1,,13,,https://www.bcit.ca/programs/ironworker-foundation-certificate-full-time-2000ttcert/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2000TTCERT
current_catalog,2020CERTTS,Chief Mate,Certificate,Part-time,School of Transportation,https://www.bcit.ca/programs/chief-mate-certificate-part-time-2020certts/,trades-apprenticeships,1,,10,,https://www.bcit.ca/programs/chief-mate-certificate-part-time-2020certts/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2020CERTTS
current_catalog,2060CERT,Cabinetmaker (Joiner) Foundation,Certificate,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/cabinetmaker-joiner-foundation-certificate-full-time-2060cert/,trades-apprenticeships,1,,1,,https://www.bcit.ca/programs/cabinetmaker-joiner-foundation-certificate-full-time-2060cert/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2060CERT
current_catalog,2175TTCERT,Machinist Foundation,Certificate,Full-time,School of Energy,https://www.bcit.ca/programs/machinist-foundation-certificate-full-time-2175ttcert/,trades-apprenticeships,1,,11,,https://www.bcit.ca/programs/machinist-foundation-certificate-full-time-2175ttcert/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2175TTCERT
current_catalog,2230CERT,Millwright Foundation,Certificate,Full-time,School of Energy,https://www.bcit.ca/programs/millwright-foundation-certificate-full-time-2230cert/,trades-apprenticeships,1,,9,,https://www.bcit.ca/programs/millwright-foundation-certificate-full-time-2230cert/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2230CERT
current_catalog,2365CERT,Motorcycle Technician Foundation,Certificate,Full-time,School of Transportation,https://www.bcit.ca/programs/motorcycle-technician-foundation-certificate-full-time-2365cert/,trades-apprenticeships,1,,11,,https://www.bcit.ca/programs/motorcycle-technician-foundation-certificate-full-time-2365cert/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2365CERT
current_catalog,2410TTCERT,Power Engineering (General Program),Certificate,Full-time,School of Energy,https://www.bcit.ca/programs/power-engineering-general-program-certificate-full-time-2410ttcert/,engineering|trades-apprenticeships,2,,17,,https://www.bcit.ca/programs/power-engineering-general-program-certificate-full-time-2410ttcert/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2410TTCERT
current_catalog,2425CERT,Refrigeration and Air Conditioning Mechanic Foundation,Certificate,Full-time,School of Energy,https://www.bcit.ca/programs/refrigeration-and-air-conditioning-mechanic-foundation-certificate-full-time-2425cert/,trades-apprenticeships,1,,11,,https://www.bcit.ca/programs/refrigeration-and-air-conditioning-mechanic-foundation-certificate-full-time-2425cert/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2425CERT
current_catalog,2430DIPMA,Power and Process Engineering,Diploma,Full-time,School of Energy,https://www.bcit.ca/programs/power-and-process-engineering-diploma-full-time-2430dipma/,engineering|trades-apprenticeships,2,,40,,https://www.bcit.ca/programs/power-and-process-engineering-diploma-full-time-2430dipma/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2430DIPMA
current_catalog,2440CERT,Piping Foundation,Certificate,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/piping-foundation-certificate-full-time-2440cert/,trades-apprenticeships,1,1,,200,https://www.bcit.ca/programs/piping-foundation-certificate-full-time-2440cert/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,2505ACERTS,Master 150GT Domestic,Associate Certificate,Part-time,School of Transportation,https://www.bcit.ca/programs/master-150gt-domestic-associate-certificate-part-time-2505acerts/,trades-apprenticeships,1,,7,,https://www.bcit.ca/programs/master-150gt-domestic-associate-certificate-part-time-2505acerts/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2505ACERTS
current_catalog,2515ACERTS,Master 500GT Domestic,Associate Certificate,Part-time,School of Transportation,https://www.bcit.ca/programs/master-500gt-domestic-associate-certificate-part-time-2515acerts/,trades-apprenticeships,1,,8,,https://www.bcit.ca/programs/master-500gt-domestic-associate-certificate-part-time-2515acerts/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2515ACERTS
current_catalog,2522CERTTS,Master 3000GT Domestic,Certificate,Part-time,School of Transportation,https://www.bcit.ca/programs/master-3000gt-domestic-certificate-part-time-2522certts/,trades-apprenticeships,1,,10,,https://www.bcit.ca/programs/master-3000gt-domestic-certificate-part-time-2522certts/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2522CERTTS
current_catalog,2536DIPMA,Nautical Sciences,Diploma,Full-time,School of Transportation,https://www.bcit.ca/programs/nautical-sciences-diploma-full-time-2536dipma/,applied-natural-sciences|trades-apprenticeships,2,,32,,https://www.bcit.ca/programs/nautical-sciences-diploma-full-time-2536dipma/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2536DIPMA
current_catalog,2542CERTTS,Watchkeeping Mate Near Coastal (WKMNC),Certificate,Part-time,School of Transportation,https://www.bcit.ca/programs/watchkeeping-mate-near-coastal-wkmnc-certificate-part-time-2542certts/,trades-apprenticeships,1,13,,200,https://www.bcit.ca/programs/watchkeeping-mate-near-coastal-wkmnc-certificate-part-time-2542certts/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,2645CERT,Sheet Metal Worker Foundation,Certificate,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/sheet-metal-worker-foundation-certificate-full-time-2645cert/,trades-apprenticeships,1,1,,200,https://www.bcit.ca/programs/sheet-metal-worker-foundation-certificate-full-time-2645cert/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,2825CERT,Metal Fabricator Foundation,Certificate,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/metal-fabricator-foundation-certificate-full-time-2825cert/,trades-apprenticeships,1,14,,200,https://www.bcit.ca/programs/metal-fabricator-foundation-certificate-full-time-2825cert/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,2847CERT,Welder Foundation,Certificate,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/welder-foundation-certificate-full-time-2847cert/,trades-apprenticeships,1,1,,200,https://www.bcit.ca/programs/welder-foundation-certificate-full-time-2847cert/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,2860TTCERT,"Welding, Level B",Certificate,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/welding-level-b-certificate-full-time-2860ttcert/,trades-apprenticeships,1,1,,200,https://www.bcit.ca/programs/welding-level-b-certificate-full-time-2860ttcert/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,2870TTCERT,"Welding, Level A",Certificate,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/welding-level-a-certificate-full-time-2870ttcert/,trades-apprenticeships,1,1,,200,https://www.bcit.ca/programs/welding-level-a-certificate-full-time-2870ttcert/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,2885ADVDIP,Marine Engineering,Advanced Diploma,Full-time,School of Transportation,https://www.bcit.ca/programs/marine-engineering-advanced-diploma-full-time-2885advdip/,trades-apprenticeships,1,,10,,https://www.bcit.ca/programs/marine-engineering-advanced-diploma-full-time-2885advdip/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2885ADVDIP
current_catalog,2915CERT,Security Systems Technician,Certificate,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/security-systems-technician-certificate-full-time-2915cert/,trades-apprenticeships,2,6,,200,https://www.bcit.ca/programs/security-systems-technician-certificate-full-time-2915cert/,legitimate remaining import candidate,Current credential-bearing catalog entry is not loaded and publishes identifiable BCIT course references.,
current_catalog,2933ACERT,Bridge Watch Rating,Associate Certificate,Full-time,School of Transportation,https://www.bcit.ca/programs/bridge-watch-rating-associate-certificate-full-time-2933acert/,trades-apprenticeships,1,,5,,https://www.bcit.ca/programs/bridge-watch-rating-associate-certificate-full-time-2933acert/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2933ACERT
current_catalog,2942DIPMA,Marine Engineering,Diploma,Full-time,School of Transportation,https://www.bcit.ca/programs/marine-engineering-diploma-full-time-2942dipma/,applied-natural-sciences|engineering|trades-apprenticeships,3,,40,,https://www.bcit.ca/programs/marine-engineering-diploma-full-time-2942dipma/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2942DIPMA
current_catalog,2945DIPMA,Industrial Instrumentation and Process Control Technician,Diploma,Full-time,School of Energy,https://www.bcit.ca/programs/industrial-instrumentation-and-process-control-technician-diploma-full-time-2945dipma/,engineering|trades-apprenticeships,2,,19,,https://www.bcit.ca/programs/industrial-instrumentation-and-process-control-technician-diploma-full-time-2945dipma/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2945DIPMA
current_catalog,2958CERT,"Heating, Ventilation, Air Conditioning and Refrigeration Technician",Certificate,Full-time,School of Energy,https://www.bcit.ca/programs/heating-ventilation-air-conditioning-and-refrigeration-technician-certificate-full-time-2958cert/,trades-apprenticeships,1,,23,,https://www.bcit.ca/programs/heating-ventilation-air-conditioning-and-refrigeration-technician-certificate-full-time-2958cert/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2958CERT
current_catalog,2992DIPMA,"Heating, Ventilation, Air Conditioning and Refrigeration Technician",Diploma,Full-time,School of Energy,https://www.bcit.ca/programs/heating-ventilation-air-conditioning-and-refrigeration-technician-diploma-full-time-2992dipma/,trades-apprenticeships,1,,26,,https://www.bcit.ca/programs/heating-ventilation-air-conditioning-and-refrigeration-technician-diploma-full-time-2992dipma/,already loaded,Exact current catalog program ID matches an active PostgreSQL program.,2992DIPMA
current_catalog,3015APPR,Ironworker - Reinforcing,Apprenticeship,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/ironworker-reinforcing-apprenticeship-full-time-3015appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/ironworker-reinforcing-apprenticeship-full-time-3015appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,3060APPR,Aircraft Structural Technician,Apprenticeship,Full-time,School of Transportation,https://www.bcit.ca/programs/aircraft-structural-technician-apprenticeship-full-time-3060appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/aircraft-structural-technician-apprenticeship-full-time-3060appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,3120APPR,Automotive Collision and Refinishing Common Core,Apprenticeship,Full-time,School of Transportation,https://www.bcit.ca/programs/automotive-collision-and-refinishing-common-core-apprenticeship-full-time-3120appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/automotive-collision-and-refinishing-common-core-apprenticeship-full-time-3120appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,3130APPR,Auto Body and Collision Technician,Apprenticeship,Full-time,School of Transportation,https://www.bcit.ca/programs/auto-body-and-collision-technician-apprenticeship-full-time-3130appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/auto-body-and-collision-technician-apprenticeship-full-time-3130appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,3140APPR,Automotive Refinishing Technician,Apprenticeship,Full-time,School of Transportation,https://www.bcit.ca/programs/automotive-refinishing-technician-apprenticeship-full-time-3140appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/automotive-refinishing-technician-apprenticeship-full-time-3140appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,3150APPR,Boilermaker,Apprenticeship,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/boilermaker-apprenticeship-full-time-3150appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/boilermaker-apprenticeship-full-time-3150appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,3230APPR,Carpentry,Apprenticeship,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/carpentry-apprenticeship-full-time-3230appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/carpentry-apprenticeship-full-time-3230appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,3320APPR,Gasfitter - Class B,Apprenticeship,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/gasfitter-class-b-apprenticeship-full-time-3320appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/gasfitter-class-b-apprenticeship-full-time-3320appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,3330APPR,Gasfitter - Class A,Apprenticeship,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/gasfitter-class-a-apprenticeship-full-time-3330appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/gasfitter-class-a-apprenticeship-full-time-3330appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,3440APPR,Electrical,Apprenticeship,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/electrical-apprenticeship-full-time-3440appr/,trades-apprenticeships,2,0,,200,https://www.bcit.ca/programs/electrical-apprenticeship-full-time-3440appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,3660APPR,Transport Trailer Technician,Apprenticeship,Full-time,School of Transportation,https://www.bcit.ca/programs/transport-trailer-technician-apprenticeship-full-time-3660appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/transport-trailer-technician-apprenticeship-full-time-3660appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,3765APPR,Instrumentation and Control Technician,Apprenticeship,Full-time,School of Energy,https://www.bcit.ca/programs/instrumentation-and-control-technician-apprenticeship-full-time-3765appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/instrumentation-and-control-technician-apprenticeship-full-time-3765appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,3790APPR,Industrial Electrician,Apprenticeship,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/industrial-electrician-apprenticeship-full-time-3790appr/,trades-apprenticeships,2,0,,200,https://www.bcit.ca/programs/industrial-electrician-apprenticeship-full-time-3790appr/,prior RED/holdback,Official matrix has apprenticeship levels and training credits but no course identifiers.,
current_catalog,3860APPR,Ironworker Generalist,Apprenticeship,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/ironworker-generalist-apprenticeship-full-time-3860appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/ironworker-generalist-apprenticeship-full-time-3860appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,3940APPR,Machinist,Apprenticeship,Full-time,School of Energy,https://www.bcit.ca/programs/machinist-apprenticeship-full-time-3940appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/machinist-apprenticeship-full-time-3940appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,4015APPR,Millwright,Apprenticeship,Full-time,School of Energy,https://www.bcit.ca/programs/millwright-apprenticeship-full-time-4015appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/millwright-apprenticeship-full-time-4015appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,4025APPR,Motorcycle Technician,Apprenticeship,Full-time,School of Transportation,https://www.bcit.ca/programs/motorcycle-technician-apprenticeship-full-time-4025appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/motorcycle-technician-apprenticeship-full-time-4025appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,4030APPR,Marine Fitter,Apprenticeship,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/marine-fitter-apprenticeship-full-time-4030appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/marine-fitter-apprenticeship-full-time-4030appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,4045APPR,Truck and Transport Mechanic,Apprenticeship,Full-time,School of Transportation,https://www.bcit.ca/programs/truck-and-transport-mechanic-apprenticeship-full-time-4045appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/truck-and-transport-mechanic-apprenticeship-full-time-4045appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,4160APPR,Plumber,Apprenticeship,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/plumber-apprenticeship-full-time-4160appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/plumber-apprenticeship-full-time-4160appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,4230APPR,Refrigeration,Apprenticeship,Full-time,School of Energy,https://www.bcit.ca/programs/refrigeration-apprenticeship-full-time-4230appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/refrigeration-apprenticeship-full-time-4230appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,4365APPR,Sheet Metal,Apprenticeship,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/sheet-metal-apprenticeship-full-time-4365appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/sheet-metal-apprenticeship-full-time-4365appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,4420APPR,Steamfitter/Pipefitter,Apprenticeship,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/steamfitter-pipefitter-apprenticeship-full-time-4420appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/steamfitter-pipefitter-apprenticeship-full-time-4420appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,4430APPR,Metal Fabricator,Apprenticeship,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/metal-fabricator-apprenticeship-full-time-4430appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/metal-fabricator-apprenticeship-full-time-4430appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,4530APPR,Heavy Duty Equipment Technician,Apprenticeship,Full-time,School of Transportation,https://www.bcit.ca/programs/heavy-duty-equipment-technician-apprenticeship-full-time-4530appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/heavy-duty-equipment-technician-apprenticeship-full-time-4530appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,4610APPR,Heavy Mechanical Trades Apprenticeship,Apprenticeship,Full-time,School of Transportation,https://www.bcit.ca/programs/heavy-mechanical-trades-apprenticeship-apprenticeship-full-time-4610appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/heavy-mechanical-trades-apprenticeship-apprenticeship-full-time-4610appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,4630APPR,Marine Mechanical Technician,Apprenticeship,Full-time,School of Transportation,https://www.bcit.ca/programs/marine-mechanical-technician-apprenticeship-full-time-4630appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/marine-mechanical-technician-apprenticeship-full-time-4630appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,4790APPR,Welder,Apprenticeship,Full-time,School of Construction and the Environment,https://www.bcit.ca/programs/welder-apprenticeship-full-time-4790appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/welder-apprenticeship-full-time-4790appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,4840APPR,Automotive Technician GM (ASEP),Apprenticeship,Full-time,School of Transportation,https://www.bcit.ca/programs/automotive-technician-gm-asep-apprenticeship-full-time-4840appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/automotive-technician-gm-asep-apprenticeship-full-time-4840appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
current_catalog,4860APPR,Automotive Technician,Apprenticeship,Full-time,School of Transportation,https://www.bcit.ca/programs/automotive-technician-apprenticeship-full-time-4860appr/,trades-apprenticeships,1,0,,200,https://www.bcit.ca/programs/automotive-technician-apprenticeship-full-time-4860appr/,apprenticeship/training structure without identifiable course IDs,Current apprenticeship page publishes training levels/hours without identifiable BCIT course IDs.,
