program_id,program_name,credential,study_mode,school_domain,shape,status,adapter_classification,missing_course_count,validated_missing_count,import_status,revision_id,payload_sha256,zero_diff,warnings,blockers,source_url
6590ACERT,Tourism and Hospitality,Associate Certificate,Part-time,School of Business + Media,associate certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,2,2,active,530,9f69f0af88de3ef607171299125cf3d42dbd0acf14e3babb3870c1baacf28067,True,[],[],https://www.bcit.ca/programs/tourism-and-hospitality-associate-certificate-part-time-6590acert/
6630ACERT,Medical Office Assistant,Associate Certificate,Part-time,School of Business + Media,associate certificate with clinical placement,GREEN,none,0,0,active,531,efe7e5fff594ba4fad51e0862a038ea06cbadc07914ca8523e87378cc2da075e,True,[],[],https://www.bcit.ca/programs/medical-office-assistant-associate-certificate-part-time-6630acert/
680FASCERT,Neonatal Nursing Specialty,Advanced Certificate,Part-time,School of Health Sciences,"advanced certificate with published alternatives or pathways, credit pool, clinical placement",YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,532,630f862bccbbf99514f8a145a98b9285b40931e17731b216921ea195abf00330,True,[],[],https://www.bcit.ca/programs/neonatal-nursing-specialty-advanced-certificate-part-time-680fascert/
680PASCERT,Perioperative Nursing Specialty,Advanced Certificate,Part-time,School of Health Sciences,"advanced certificate with published alternatives or pathways, clinical placement",YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,533,769840b6e0c3a3a94ab737029f101513969ee6fc2bacb991bb2fc1fac3dfed23,True,[],[],https://www.bcit.ca/programs/perioperative-nursing-specialty-advanced-certificate-part-time-680pascert/
680VASCERT,Perinatal Nursing Specialty (Perinatal - Perioperative Option),Advanced Certificate,Part-time,School of Health Sciences,advanced certificate with clinical placement,GREEN,none,0,0,active,534,91b4bafb1421e30c4191d1f2b82d3e8ad169dec468eb383318ce6158ae4af477,True,[],[],https://www.bcit.ca/programs/perinatal-nursing-specialty-perinatal-perioperative-option-advanced-certificate-part-time-680vascert/
680YADCERT,Emergency Nursing Specialty (Pediatric Emergency Option),Advanced Certificate,Part-time,School of Health Sciences,advanced certificate with clinical placement,GREEN,none,1,1,active,535,a2a02952a78d4ee6649980a8e395db4d9ee3e66444074dc69f9abbf7c649a6c6,True,[],[],https://www.bcit.ca/programs/emergency-nursing-specialty-pediatric-emergency-option-advanced-certificate-part-time-680yadcert/
680ZADCERT,Pediatric Nursing Specialty (Critical Care Option),Advanced Certificate,Part-time,School of Health Sciences,advanced certificate with clinical placement,GREEN,none,0,0,active,536,ca0e48267447581e917fa80981970ae1b8dc69a818871e7e3b3ad13e95473f42,True,[],[],https://www.bcit.ca/programs/pediatric-nursing-specialty-critical-care-option-advanced-certificate-part-time-680zadcert/
6830ACERT,Leadership,Associate Certificate,Part-time,School of Business + Media,associate certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,2,2,active,537,b1f97fef689a7918d32421e9f6ebe9ad114c7893fcf596e8a3621746ee22637a,True,[],[],https://www.bcit.ca/programs/leadership-associate-certificate-part-time-6830acert/
6835ADCERT,Pediatric Emergency Nursing Specialty,Advanced Certificate,Part-time,School of Health Sciences,advanced certificate with clinical placement,GREEN,none,1,1,active,538,23886218b04d7ae112dd256fe4cff9ba6fa40a6aa9bb6d5654ec1ff79067aacd,True,[],[],https://www.bcit.ca/programs/pediatric-emergency-nursing-specialty-advanced-certificate-part-time-6835adcert/
6890CERT,Advanced Safety Management,Certificate,Part-time,School of Health Sciences,"certificate with published alternatives or pathways, credit pool",YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,539,87da947e7455eea025864ec4a4d017408e6b0f68d498c9e5fe17ab1574f5a434,True,[],[],https://www.bcit.ca/programs/advanced-safety-management-certificate-part-time-6890cert/
6994ACERT,Applied Database Administration and Design,Associate Certificate,Part-time,School of Computing and Academic Studies,associate certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,540,da55d9804ed221eb1e4d05d2b2fb02d55d8e5533203494a8324c9a175e5fdfe4,True,[],[],https://www.bcit.ca/programs/applied-database-administration-and-design-associate-certificate-part-time-6994acert/
7610ACERT,Human Resource Management,Associate Certificate,Part-time,School of Business + Media,associate certificate with credit pool,YELLOW,existing Batch 01 connector/pathway adapter; no new code,0,0,active,541,a8a91867c944ee093f266c2fa3e8d7a8ef760a6778e3be8da46dbd8e94e0e946,True,[],[],https://www.bcit.ca/programs/human-resource-management-associate-certificate-part-time-7610acert/
7870CERT,Construction Supervision,Certificate,Part-time,School of Construction and the Environment,certificate with non-course component,YELLOW,existing Batch 01 connector/pathway adapter; no new code,3,3,active,542,00fc0b657a4730f67a046827521d0f77f0ecf91943bb4d1be06797cdba75a2f6,True,[],[],https://www.bcit.ca/programs/construction-supervision-certificate-part-time-7870cert/
830ABHSC,Bachelor of Health Science (Magnetic Resonance Imaging Option),Bachelor of Health Science,Part-time,School of Health Sciences,bachelor of health science with clinical placement,GREEN,none,0,0,active,543,b53eeb58b84743be52dc0d570efa14ff68ab54f742336a524e95167a8c30ecc9,True,[],[],https://www.bcit.ca/programs/bachelor-of-health-science-magnetic-resonance-imaging-option-bachelor-of-health-science-part-time-830abhsc/
867BBSC,Applied Computer Science (Network Security Applications Development Option),Bachelor of Science,Full-time/Part-time,School of Computing and Academic Studies,bachelor of science with published alternatives or pathways,YELLOW,existing Batch 01 connector/pathway adapter; no new code,3,3,active,544,4d5bb33d5435980fc61ceaee634958020f918c380b931217c52197787446dbca,True,[],[],https://www.bcit.ca/programs/applied-computer-science-network-security-applications-development-option-bachelor-of-science-full-time-part-time-867bbsc/
867DBSC,Applied Computer Science (Human Computer Interface Option),Bachelor of Science,Part-time,School of Computing and Academic Studies,bachelor of science with published alternatives or pathways,YELLOW,existing Batch 01 connector/pathway adapter; no new code,13,13,active,545,8d3a83bc771261db9224f1e253b7f232521710ec7d6d0427c4c4d3d972f69f00,True,[],[],https://www.bcit.ca/programs/applied-computer-science-human-computer-interface-option-bachelor-of-science-part-time-867dbsc/
867EBSC,Applied Computer Science (Network Security Administration Option),Bachelor of Science,Part-time,School of Computing and Academic Studies,bachelor of science with published alternatives or pathways,YELLOW,existing Batch 01 connector/pathway adapter; no new code,16,16,active,546,8fc63df5deee2c5907d9195efc53a6856f68d34a5c8361c02cb1d8f338d6f779,True,[],[],https://www.bcit.ca/programs/applied-computer-science-network-security-administration-option-bachelor-of-science-part-time-867ebsc/
867FBSC,Applied Computer Science (Wireless and Mobile Applications Development Option),Bachelor of Science,Part-time,School of Computing and Academic Studies,bachelor of science with published alternatives or pathways,YELLOW,existing Batch 01 connector/pathway adapter; no new code,13,13,active,547,fcdb13c0b896917d09542352f9cbfac28f0f65bc12ae8ee58f0c6cede2002d72,True,[],[],https://www.bcit.ca/programs/applied-computer-science-wireless-and-mobile-applications-development-option-bachelor-of-science-part-time-867fbsc/
8910BSC,Honours in Biotechnology,Bachelor of Science,Full-time,School of Health Sciences,bachelor of science with published alternatives or pathways,YELLOW,existing Batch 01 connector/pathway adapter; no new code,26,26,active,548,88476f8884be8dec68419f39fd0220f4b50bd36d39b2c43665c290ee7e98276e,True,[],[],https://www.bcit.ca/programs/honours-in-biotechnology-bachelor-of-science-full-time-8910bsc/
