program_id,program_name,classification,delivery_fact_status,rule_statuses,has_delivery_facts_row
6040ACERT,Fundamentals of Water and Wastewater Operations,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
6045DIPMA,Finance,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6045PDIPMA,Finance,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6055DIPMA,Financial Planning,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6055PDIPMA,Financial Planning,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
605DDIPMA,Technology Teacher Education,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
6090CERT,"Essential Technical Skills for Architecture, Construction, and Engineering",UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
6110DIPMA,Radio Arts and Entertainment,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6115ACERT,Broadcast and Digital Journalism,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6120ACERT,Video Production and Editing,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6125ACERT,Radio Arts and Entertainment,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6130DIPMA,Television & Video Production,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6135DIPMA,Broadcast and Online Journalism,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6140DIPMA,Residential Interiors,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6185ADCERT,Renewable Energy Electrical Systems Installation & Maintenance,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6195CERT,Interior Design Fundamentals,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6220FDIPMA,Interior Design,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6220PDIPMA,Interior Design,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6225ACERT,Global Business Studies,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6235DIPMA,Business Information Technology Management,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
623ADIPMA,Business Information Technology Management (Artificial Intelligence Management Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
623BDIPMA,Business Information Technology Management (Enterprise Systems Management Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
623CDIPMA,Business Information Technology Management (Analytics Data Management Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6245DIPLT,Business Management,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6245MCERT,Business Management,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6247DIPMA,Graphic Communications,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
625AMCERT,Human Resource Management,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6265ACERT,Lean Six Sigma Principles,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6285CERT,Fire Service Industry Leadership,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
6290DIPMA,Strategic Human Resources Management,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6300MCERT,Marketing Management,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
630DACERT,Marketing Management - Marketing Communications,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
630DMCERT,Marketing Management (Marketing Communications Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
630HACERT,Marketing Management - Entrepreneurship,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
630MACERT,Marketing Management - Sales Skills,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
630PMCERT,Media Techniques and Marketing Communications,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
630VMCERT,Marketing Management (Professional Sales Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
630WACERT,Marketing Management - Customer Relationship Marketing,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
630XACERT,Marketing Management - Public Relations,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6310ACERT,Nonprofit Management,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6315ACERT,Event Marketing and Planning Foundations,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
635CDIPLT,Mechanical Engineering Technology (Mechanical Systems Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
635DDIPLT,Mechanical Engineering Technology (Mechanical Design Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
635EDIPLT,Mechanical Engineering Technology (Mechanical Manufacturing Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6365ACERT,Food Safety,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
6375ACERT,Digital Marketing Foundations,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6385ACERT,Digital Marketing Strategy,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6390ACERT,Marketing Management - Fundraising Management,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6422DIPMA,Marketing Management,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6425ACERT,Technical Writing,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
642ADIPMA,Marketing Management (Digital Marketing and Brand Strategy Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
642BDIPMA,Marketing Management (Professional Sales Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
642CDIPMA,Marketing Management (Entrepreneurship Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
642DDIPMA,Marketing Management (Professional Real Estate Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
642EDIPMA,Marketing Management (Tourism Marketing and Sales Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6450MCERT,Media Techniques for Business,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6465ACERT,Web and Mobile Application Development,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
6505ACERT,Graphic Design Foundations,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6515DIPMA,Digital Design and Development,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6525DIPMA,New Media Design and Web Development,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6530CERT,Construction Estimating,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6535CERT,Front-End Web Developer,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6575DIPMA,"3D Modeling, Art and Animation",ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6585CERT,Graphic Design,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6590ACERT,Tourism and Hospitality,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6595DIPMA,Graphic Design and Interactive Media,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6615DIPMA,Medical Laboratory Science,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
6630ACERT,Medical Office Assistant,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6635DIPMA,Medical Radiography,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
6640DIPMA,Mineral Exploration and Mining Technology,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6645ADCERT,Bridging Medical Radiography,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
6705DIPMA,Nuclear Medicine,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
675FACERT,Fire Protection Inspection and Testing,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
6760ACERT,Mechanical Systems,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
680BASCERT,Pediatric Nursing Specialty (Standard Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
680CASCERT,Perinatal Nursing Specialty (Standard Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
680EASCERT,Emergency Nursing Specialty (Standard Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
680FASCERT,Neonatal Nursing Specialty,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
680LASCERT,Critical Care Nursing Specialty (Combined Critical Care/Emergency Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
680MASCERT,Nephrology Nursing Specialty,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
680PASCERT,Perioperative Nursing Specialty,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
680SASCERT,Emergency Nursing Specialty (Combined Emergency/Critical Care Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
680VASCERT,Perinatal Nursing Specialty (Perinatal - Perioperative Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
680WASCERT,High Acuity Nursing Specialty,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
680XADCERT,Critical Care Nursing Specialty,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
680YADCERT,Emergency Nursing Specialty (Pediatric Emergency Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
680ZADCERT,Pediatric Nursing Specialty (Critical Care Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
681BADCERT,Pediatric Nursing Specialty (Anesthesia Care Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6820ASCERT,Cardiovascular Perfusion,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
6830ACERT,Leadership,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6835ADCERT,Pediatric Emergency Nursing Specialty,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6850DIPLT,Occupational Health and Safety,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6860ADCERT,Health Leadership,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6890CERT,Advanced Safety Management,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
690AMCERT,Operations Management (Industrial Engineering Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
690BMCERT,Operations Management (Management Engineering Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
690DMCERT,Operations Management (Materials Management Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
690FMCERT,Operations Management (Facilities Management Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6915DIPMA,Operations & Management Engineering,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6945CERT,Quality and Process Management,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
6957ACERT,Applied Web Development,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
6958ACERT,Applied Software Development (ASD),UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
6992ACERT,Applied Computer Information Systems (ACIS),UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
6994ACERT,Applied Database Administration and Design,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
6998CERT,Office Administrator with Technology Program (OAT),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
703ADIPMA,Business Administration (General Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
703BDIPMA,Business Administration (Global Studies Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
703CDIPMA,Business Administration (Human Resources Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
703DDIPMA,Business Administration (Management Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
703EDIPMA,Business Administration (Marketing Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
7100DIPLT,Prosthetics and Orthotics,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
7110CERT,Technology Support Professional (TSP),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
7140DIPMA,Architectural and Building Technology,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
7160ADVDIP,Diagnostic Medical Sonography – Cardiac,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
7340DIPLT,Mechatronics and Robotics,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
7460MCERT,International Trade and Transportation Logistics,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
7475DIPMA,Global Supply Chain Management,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
7485DIPMA,Forest and Natural Areas Management,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
7535DIPMA,Geomatics Engineering Technology,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
7610ACERT,Human Resource Management,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
7710DIPMA,Construction Management,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
7870CERT,Construction Supervision,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
7880ACERT,Construction Operations,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
7935DIPMA,"Fish, Wildlife and Recreation",ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
7950ASCERT,Magnetic Resonance Imaging,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
7975DIPMA,Magnetic Resonance Imaging,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
7985ACERT,Business Fundamentals,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
8020BENG,Mechanical Engineering,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
8030BENG,Electrical Engineering,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
8040BSC,Ecological Restoration,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
8050BTECH,Architectural Science,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
810ABSN,"Specialty Nursing (Critical Care - Standard Option), Bachelor of Science in Nursing, Part-time",CONDITIONAL_RESTRICTED,UNKNOWN_NOT_PUBLISHED,"[""CONDITIONAL_RESTRICTED""]",False
810BBSN,"Specialty Nursing (Emergency - Standard Option), Bachelor of Science in Nursing, Part-time",CONDITIONAL_RESTRICTED,UNKNOWN_NOT_PUBLISHED,"[""CONDITIONAL_RESTRICTED""]",False
810CBSN,"Specialty Nursing (Neonatal), Bachelor of Science in Nursing, Part-time",CONDITIONAL_RESTRICTED,UNKNOWN_NOT_PUBLISHED,"[""CONDITIONAL_RESTRICTED""]",False
810DBSN,"Specialty Nursing (Nephrology), Bachelor of Science in Nursing, Part-time",CONDITIONAL_RESTRICTED,UNKNOWN_NOT_PUBLISHED,"[""CONDITIONAL_RESTRICTED""]",False
810FBSN,"Specialty Nursing (Pediatric - Standard Option), Bachelor of Science in Nursing, Part-time",CONDITIONAL_RESTRICTED,UNKNOWN_NOT_PUBLISHED,"[""CONDITIONAL_RESTRICTED""]",False
810GBSN,"Specialty Nursing (Perinatal - Standard Option), Bachelor of Science in Nursing, Part-time",CONDITIONAL_RESTRICTED,UNKNOWN_NOT_PUBLISHED,"[""CONDITIONAL_RESTRICTED""]",False
810HBSN,"Specialty Nursing (Perioperative), Bachelor of Science in Nursing, Part-time",CONDITIONAL_RESTRICTED,UNKNOWN_NOT_PUBLISHED,"[""CONDITIONAL_RESTRICTED""]",False
810KBSN,"Specialty Nursing (Critical Care - Combined Critical Care/Emergency Option), Bachelor of Science in Nursing, Part-time",CONDITIONAL_RESTRICTED,UNKNOWN_NOT_PUBLISHED,"[""CONDITIONAL_RESTRICTED""]",False
810MBSN,"Specialty Nursing (High Acuity), Bachelor of Science in Nursing, Part-time",CONDITIONAL_RESTRICTED,UNKNOWN_NOT_PUBLISHED,"[""CONDITIONAL_RESTRICTED""]",False
810NBSN,"Specialty Nursing (Emergency - Combined Emergency/Critical Care Option), Bachelor of Science in Nursing, Part-time",CONDITIONAL_RESTRICTED,UNKNOWN_NOT_PUBLISHED,"[""CONDITIONAL_RESTRICTED""]",False
810QBSN,"Specialty Nursing (Pediatric - Critical Care Option), Bachelor of Science in Nursing, Part-time",CONDITIONAL_RESTRICTED,UNKNOWN_NOT_PUBLISHED,"[""CONDITIONAL_RESTRICTED""]",False
810SBSN,"Specialty Nursing (Perinatal - Perioperative Option), Bachelor of Science in Nursing, Part-time",CONDITIONAL_RESTRICTED,UNKNOWN_NOT_PUBLISHED,"[""CONDITIONAL_RESTRICTED""]",False
8120BTECH,Environmental Engineering,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
830ABHSC,Bachelor of Health Science (Magnetic Resonance Imaging Option),UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
8310BTECH,Geographic Information Systems,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
8350BTECH,Technology Management,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
847ABTECH,Forensic Investigation (Crime and Intelligence Analysis Option),UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
847BBTECH,Forensic Investigation (Forensic Science Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
847CBTECH,Forensic Investigation (Digital Forensics and Cybersecurity Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
8520BENVH,Environmental Public Health,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
8610BENG,Mining and Mineral Resource Engineering,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
8630BACC,Accounting,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE"",""UNKNOWN_NOT_PUBLISHED""]",True
8645BSC,Geomatics,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
8650BSC,Radiation Therapy,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
8660BENG,Civil Engineering Bachelor of Engineering,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
867ABSC,Applied Computer Science (Games Development Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
867BBSC,Applied Computer Science (Network Security Applications Development Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
867CBSC,Applied Computer Science (Database Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
867DBSC,Applied Computer Science (Human Computer Interface Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
867EBSC,Applied Computer Science (Network Security Administration Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
867FBSC,Applied Computer Science (Wireless and Mobile Applications Development Option),ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
8800BTECH,Construction Management,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
8830BID,Interior Design,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
8875BSN,"Nursing, Bachelor of Science in Nursing, Full-time",NOT_ACCEPTED,NOT_ACCEPTED,"[""NOT_ACCEPTED""]",True
8900BTECH,Electronics,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
8910BSC,Honours in Biotechnology,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
9100FADVDIP,Geographic Information Systems,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
9100PADVDIP,Geographic Information Systems,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
9940BSC,Combined Honours in Biochemistry and Forensic Science,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
9975BBA,Bachelor of Business Administration,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
9980BCI,Bachelor of Creative Industries,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
A200GRCERT,Building Energy Modelling,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,[],True
A500GRCERT,Global Leadership,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
A600GRCERT,Business Analytics,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
A700GRCERT,Business Administration,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE"",""UNKNOWN_NOT_PUBLISHED""]",True
M120MENG,Building Science,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
M220MASC,Building Engineering/Building Science,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
M410MSC,Ecological Restoration,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
M500MENG,Smart Grid Systems and Technologies,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
M600MSC,Applied Computing,ACCEPTED_AVAILABLE,ACCEPTED_AVAILABLE,"[""ACCEPTED_AVAILABLE""]",True
