program_id,program_name,credential,study_mode,source_url,regular_listed,regular_international_flag,regular_pgwp_flag,flexible_listed,flexible_international_flag,flexible_pgwp_flag,availability_listed,has_domestic_only_availability_row,individual_evidence_status,individual_study_permit_status,individual_pgwp_status,recommended_program_status,recommended_pgwp_status,decision_basis,individual_evidence_url,individual_evidence_retrieved_at,legacy_accepts_international,current_international_eligibility,current_evidence_url,current_last_checked
1720CERTTS,Architectural and Structural CADD and Graphics Technician (Architectural Option),Certificate,Full-time,https://www.bcit.ca/programs/architectural-and-structural-cadd-and-graphics-technician-architectural-option-certificate-full-time-1720certts/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/architectural-and-structural-cadd-and-graphics-technician-architectural-option-certificate-full-time-1720certts/,,,Refer to official program page,https://www.bcit.ca/programs/architectural-and-structural-cadd-and-graphics-technician-architectural-option-certificate-full-time-1720certts/,2026-09-08
1780CERT,Electrical Foundation,Certificate,Full-time,https://www.bcit.ca/programs/electrical-foundation-certificate-full-time-1780cert/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/electrical-foundation-certificate-full-time-1780cert/,,,Refer to official program page,https://www.bcit.ca/programs/electrical-foundation-certificate-full-time-1780cert/,2026-09-08
1790ACERT,Hydronic Technician,Associate Certificate,Part-time,https://www.bcit.ca/programs/hydronic-technician-associate-certificate-part-time-1790acert/,false,false,false,true,true,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/hydronic-technician-associate-certificate-part-time-1790acert/,,,Refer to official program page,https://www.bcit.ca/programs/hydronic-technician-associate-certificate-part-time-1790acert/,2026-09-08
1855DIPMA,Heavy Duty Truck Technology,Diploma,Full-time,https://www.bcit.ca/programs/heavy-duty-truck-technology-diploma-full-time-1855dipma/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/heavy-duty-truck-technology-diploma-full-time-1855dipma/,,,Refer to official program page,https://www.bcit.ca/programs/heavy-duty-truck-technology-diploma-full-time-1855dipma/,2026-09-08
1885ACERTS,Network Administrator Technician,Associate Certificate,Part-time,https://www.bcit.ca/programs/network-administrator-technician-associate-certificate-part-time-1885acerts/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/network-administrator-technician-associate-certificate-part-time-1885acerts/,,,Refer to official program page,https://www.bcit.ca/programs/network-administrator-technician-associate-certificate-part-time-1885acerts/,2026-09-08
1920CERT,Marine Mechanical Technician Foundation,Certificate,Full-time,https://www.bcit.ca/programs/marine-mechanical-technician-foundation-certificate-full-time-1920cert/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/marine-mechanical-technician-foundation-certificate-full-time-1920cert/,,,Refer to official program page,https://www.bcit.ca/programs/marine-mechanical-technician-foundation-certificate-full-time-1920cert/,2026-09-08
1930DIPMA,Computer Information Systems Administration,Diploma,Full-time,https://www.bcit.ca/programs/computer-information-systems-administration-diploma-full-time-1930dipma/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/computer-information-systems-administration-diploma-full-time-1930dipma/,,,Refer to official program page,https://www.bcit.ca/programs/computer-information-systems-administration-diploma-full-time-1930dipma/,2026-09-08
1940CERT,Heavy Mechanical Trades Foundation,Certificate,Full-time,https://www.bcit.ca/programs/heavy-mechanical-trades-foundation-certificate-full-time-1940cert/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/heavy-mechanical-trades-foundation-certificate-full-time-1940cert/,,,Refer to official program page,https://www.bcit.ca/programs/heavy-mechanical-trades-foundation-certificate-full-time-1940cert/,2026-09-08
2000TTCERT,Ironworker Foundation,Certificate,Full-time,https://www.bcit.ca/programs/ironworker-foundation-certificate-full-time-2000ttcert/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/ironworker-foundation-certificate-full-time-2000ttcert/,,,Refer to official program page,https://www.bcit.ca/programs/ironworker-foundation-certificate-full-time-2000ttcert/,2026-09-08
2020CERTTS,Chief Mate,Certificate,Part-time,https://www.bcit.ca/programs/chief-mate-certificate-part-time-2020certts/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/chief-mate-certificate-part-time-2020certts/,,,Refer to official program page,https://www.bcit.ca/programs/chief-mate-certificate-part-time-2020certts/,2026-09-08
2060CERT,Cabinetmaker (Joiner) Foundation,Certificate,Full-time,https://www.bcit.ca/programs/cabinetmaker-joiner-foundation-certificate-full-time-2060cert/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/cabinetmaker-joiner-foundation-certificate-full-time-2060cert/,,,Refer to official program page,https://www.bcit.ca/programs/cabinetmaker-joiner-foundation-certificate-full-time-2060cert/,2026-09-08
2175TTCERT,Machinist Foundation,Certificate,Full-time,https://www.bcit.ca/programs/machinist-foundation-certificate-full-time-2175ttcert/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/machinist-foundation-certificate-full-time-2175ttcert/,,,Refer to official program page,https://www.bcit.ca/programs/machinist-foundation-certificate-full-time-2175ttcert/,2026-09-08
2230CERT,Millwright Foundation,Certificate,Full-time,https://www.bcit.ca/programs/millwright-foundation-certificate-full-time-2230cert/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/millwright-foundation-certificate-full-time-2230cert/,,,Refer to official program page,https://www.bcit.ca/programs/millwright-foundation-certificate-full-time-2230cert/,2026-09-08
2365CERT,Motorcycle Technician Foundation,Certificate,Full-time,https://www.bcit.ca/programs/motorcycle-technician-foundation-certificate-full-time-2365cert/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/motorcycle-technician-foundation-certificate-full-time-2365cert/,,,Refer to official program page,https://www.bcit.ca/programs/motorcycle-technician-foundation-certificate-full-time-2365cert/,2026-09-08
2410TTCERT,Power Engineering (General Program),Certificate,Full-time,https://www.bcit.ca/programs/power-engineering-general-program-certificate-full-time-2410ttcert/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/power-engineering-general-program-certificate-full-time-2410ttcert/,,,Refer to official program page,https://www.bcit.ca/programs/power-engineering-general-program-certificate-full-time-2410ttcert/,2026-09-08
2425CERT,Refrigeration and Air Conditioning Mechanic Foundation,Certificate,Full-time,https://www.bcit.ca/programs/refrigeration-and-air-conditioning-mechanic-foundation-certificate-full-time-2425cert/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/refrigeration-and-air-conditioning-mechanic-foundation-certificate-full-time-2425cert/,,,Refer to official program page,https://www.bcit.ca/programs/refrigeration-and-air-conditioning-mechanic-foundation-certificate-full-time-2425cert/,2026-09-08
2430DIPMA,Power and Process Engineering,Diploma,Full-time,https://www.bcit.ca/programs/power-and-process-engineering-diploma-full-time-2430dipma/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/power-and-process-engineering-diploma-full-time-2430dipma/,,,Refer to official program page,https://www.bcit.ca/programs/power-and-process-engineering-diploma-full-time-2430dipma/,2026-09-08
2440CERT,Piping Foundation,Certificate,Full-time,https://www.bcit.ca/programs/piping-foundation-certificate-full-time-2440cert/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/piping-foundation-certificate-full-time-2440cert/,,,Refer to official program page,https://www.bcit.ca/programs/piping-foundation-certificate-full-time-2440cert/,2026-09-08
2505ACERTS,Master 150GT Domestic,Associate Certificate,Part-time,https://www.bcit.ca/programs/master-150gt-domestic-associate-certificate-part-time-2505acerts/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/master-150gt-domestic-associate-certificate-part-time-2505acerts/,,,Refer to official program page,https://www.bcit.ca/programs/master-150gt-domestic-associate-certificate-part-time-2505acerts/,2026-09-08
2515ACERTS,Master 500GT Domestic,Associate Certificate,Part-time,https://www.bcit.ca/programs/master-500gt-domestic-associate-certificate-part-time-2515acerts/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/master-500gt-domestic-associate-certificate-part-time-2515acerts/,,,Refer to official program page,https://www.bcit.ca/programs/master-500gt-domestic-associate-certificate-part-time-2515acerts/,2026-09-08
2522CERTTS,Master 3000GT Domestic,Certificate,Part-time,https://www.bcit.ca/programs/master-3000gt-domestic-certificate-part-time-2522certts/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/master-3000gt-domestic-certificate-part-time-2522certts/,,,Refer to official program page,https://www.bcit.ca/programs/master-3000gt-domestic-certificate-part-time-2522certts/,2026-09-08
2536DIPMA,Nautical Sciences,Diploma,Full-time,https://www.bcit.ca/programs/nautical-sciences-diploma-full-time-2536dipma/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/nautical-sciences-diploma-full-time-2536dipma/,,,Refer to official program page,https://www.bcit.ca/programs/nautical-sciences-diploma-full-time-2536dipma/,2026-09-08
2542CERTTS,Watchkeeping Mate Near Coastal (WKMNC),Certificate,Part-time,https://www.bcit.ca/programs/watchkeeping-mate-near-coastal-wkmnc-certificate-part-time-2542certts/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/watchkeeping-mate-near-coastal-wkmnc-certificate-part-time-2542certts/,,,Refer to official program page,https://www.bcit.ca/programs/watchkeeping-mate-near-coastal-wkmnc-certificate-part-time-2542certts/,2026-09-08
2645CERT,Sheet Metal Worker Foundation,Certificate,Full-time,https://www.bcit.ca/programs/sheet-metal-worker-foundation-certificate-full-time-2645cert/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/sheet-metal-worker-foundation-certificate-full-time-2645cert/,,,Refer to official program page,https://www.bcit.ca/programs/sheet-metal-worker-foundation-certificate-full-time-2645cert/,2026-09-08
2825CERT,Metal Fabricator Foundation,Certificate,Full-time,https://www.bcit.ca/programs/metal-fabricator-foundation-certificate-full-time-2825cert/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/metal-fabricator-foundation-certificate-full-time-2825cert/,,,Refer to official program page,https://www.bcit.ca/programs/metal-fabricator-foundation-certificate-full-time-2825cert/,2026-09-08
2847CERT,Welder Foundation,Certificate,Full-time,https://www.bcit.ca/programs/welder-foundation-certificate-full-time-2847cert/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/welder-foundation-certificate-full-time-2847cert/,,,Refer to official program page,https://www.bcit.ca/programs/welder-foundation-certificate-full-time-2847cert/,2026-09-08
2860TTCERT,"Welding, Level B",Certificate,Full-time,https://www.bcit.ca/programs/welding-level-b-certificate-full-time-2860ttcert/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/welding-level-b-certificate-full-time-2860ttcert/,,,Refer to official program page,https://www.bcit.ca/programs/welding-level-b-certificate-full-time-2860ttcert/,2026-09-08
2870TTCERT,"Welding, Level A",Certificate,Full-time,https://www.bcit.ca/programs/welding-level-a-certificate-full-time-2870ttcert/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/welding-level-a-certificate-full-time-2870ttcert/,,,Refer to official program page,https://www.bcit.ca/programs/welding-level-a-certificate-full-time-2870ttcert/,2026-09-08
2885ADVDIP,Marine Engineering,Advanced Diploma,Full-time,https://www.bcit.ca/programs/marine-engineering-advanced-diploma-full-time-2885advdip/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/marine-engineering-advanced-diploma-full-time-2885advdip/,,,Refer to official program page,https://www.bcit.ca/programs/marine-engineering-advanced-diploma-full-time-2885advdip/,2026-09-08
2915CERT,Security Systems Technician,Certificate,Full-time,https://www.bcit.ca/programs/security-systems-technician-certificate-full-time-2915cert/,true,true,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/security-systems-technician-certificate-full-time-2915cert/,,,Refer to official program page,https://www.bcit.ca/programs/security-systems-technician-certificate-full-time-2915cert/,2026-09-08
2933ACERT,Bridge Watch Rating,Associate Certificate,Full-time,https://www.bcit.ca/programs/bridge-watch-rating-associate-certificate-full-time-2933acert/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/bridge-watch-rating-associate-certificate-full-time-2933acert/,,,Refer to official program page,https://www.bcit.ca/programs/bridge-watch-rating-associate-certificate-full-time-2933acert/,2026-09-08
2942DIPMA,Marine Engineering,Diploma,Full-time,https://www.bcit.ca/programs/marine-engineering-diploma-full-time-2942dipma/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/marine-engineering-diploma-full-time-2942dipma/,,,Refer to official program page,https://www.bcit.ca/programs/marine-engineering-diploma-full-time-2942dipma/,2026-09-08
2945DIPMA,Industrial Instrumentation and Process Control Technician,Diploma,Full-time,https://www.bcit.ca/programs/industrial-instrumentation-and-process-control-technician-diploma-full-time-2945dipma/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/industrial-instrumentation-and-process-control-technician-diploma-full-time-2945dipma/,,,Refer to official program page,https://www.bcit.ca/programs/industrial-instrumentation-and-process-control-technician-diploma-full-time-2945dipma/,2026-09-08
2958CERT,"Heating, Ventilation, Air Conditioning and Refrigeration Technician",Certificate,Full-time,https://www.bcit.ca/programs/heating-ventilation-air-conditioning-and-refrigeration-technician-certificate-full-time-2958cert/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/heating-ventilation-air-conditioning-and-refrigeration-technician-certificate-full-time-2958cert/,,,Refer to official program page,https://www.bcit.ca/programs/heating-ventilation-air-conditioning-and-refrigeration-technician-certificate-full-time-2958cert/,2026-09-08
2992DIPMA,"Heating, Ventilation, Air Conditioning and Refrigeration Technician",Diploma,Full-time,https://www.bcit.ca/programs/heating-ventilation-air-conditioning-and-refrigeration-technician-diploma-full-time-2992dipma/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/heating-ventilation-air-conditioning-and-refrigeration-technician-diploma-full-time-2992dipma/,,,Refer to official program page,https://www.bcit.ca/programs/heating-ventilation-air-conditioning-and-refrigeration-technician-diploma-full-time-2992dipma/,2026-09-08
5063DIPMA,Biomedical Engineering Technology,Diploma,Full-time,https://www.bcit.ca/programs/biomedical-engineering-technology-diploma-full-time-5063dipma/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/biomedical-engineering-technology-diploma-full-time-5063dipma/,,,Refer to official program page,https://www.bcit.ca/programs/biomedical-engineering-technology-diploma-full-time-5063dipma/,2026-09-08
5077CERT,Event Marketing and Management Strategy,Certificate,Part-time,https://www.bcit.ca/programs/event-marketing-and-management-strategy-certificate-part-time-5077cert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/event-marketing-and-management-strategy-certificate-part-time-5077cert/,,,Refer to official program page,https://www.bcit.ca/programs/event-marketing-and-management-strategy-certificate-part-time-5077cert/,2026-09-08
5085ACERT,Project Management,Associate Certificate,Part-time,https://www.bcit.ca/programs/project-management-associate-certificate-part-time-5085acert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/project-management-associate-certificate-part-time-5085acert/,,,Refer to official program page,https://www.bcit.ca/programs/project-management-associate-certificate-part-time-5085acert/,2026-09-08
5105DIPMA,Digital Communications and Wireless Technologies,Diploma,Full-time,https://www.bcit.ca/programs/digital-communications-and-wireless-technologies-diploma-full-time-5105dipma/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/digital-communications-and-wireless-technologies-diploma-full-time-5105dipma/,,,Refer to official program page,https://www.bcit.ca/programs/digital-communications-and-wireless-technologies-diploma-full-time-5105dipma/,2026-09-08
5115ACERT,Music Business,Associate Certificate,Part-time,https://www.bcit.ca/programs/music-business-associate-certificate-part-time-5115acert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/music-business-associate-certificate-part-time-5115acert/,,,Refer to official program page,https://www.bcit.ca/programs/music-business-associate-certificate-part-time-5115acert/,2026-09-08
5125ACERT,Business of Sawmilling,Associate Certificate,Part-time,https://www.bcit.ca/programs/business-of-sawmilling-associate-certificate-part-time-5125acert/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/business-of-sawmilling-associate-certificate-part-time-5125acert/,,,Refer to official program page,https://www.bcit.ca/programs/business-of-sawmilling-associate-certificate-part-time-5125acert/,2026-09-08
5140ACERT,Business Administration,Associate Certificate,Part-time,https://www.bcit.ca/programs/business-administration-associate-certificate-part-time-5140acert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/business-administration-associate-certificate-part-time-5140acert/,,,Refer to official program page,https://www.bcit.ca/programs/business-administration-associate-certificate-part-time-5140acert/,2026-09-08
5145ADCERT,Sustainable Business,Advanced Certificate,Part-time,https://www.bcit.ca/programs/sustainable-business-advanced-certificate-part-time-5145adcert/,false,false,false,false,false,false,true,true,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/sustainable-business-advanced-certificate-part-time-5145adcert/,,,Refer to official program page,https://www.bcit.ca/programs/sustainable-business-advanced-certificate-part-time-5145adcert/,2026-09-08
5155DIPMA,"Food Processing, Safety, and Quality",Diploma,Full-time,https://www.bcit.ca/programs/food-processing-safety-and-quality-diploma-full-time-5155dipma/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/food-processing-safety-and-quality-diploma-full-time-5155dipma/,,,Refer to official program page,https://www.bcit.ca/programs/food-processing-safety-and-quality-diploma-full-time-5155dipma/,2026-09-08
515GACERT,Building Construction Technology,Associate Certificate,Part-time,https://www.bcit.ca/programs/building-construction-technology-associate-certificate-part-time-515gacert/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/building-construction-technology-associate-certificate-part-time-515gacert/,,,Refer to official program page,https://www.bcit.ca/programs/building-construction-technology-associate-certificate-part-time-515gacert/,2026-09-08
515HACERT,Building Design and Architectural CAD,Associate Certificate,Part-time,https://www.bcit.ca/programs/building-design-and-architectural-cad-associate-certificate-part-time-515hacert/,false,false,false,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/building-design-and-architectural-cad-associate-certificate-part-time-515hacert/,,,Refer to official program page,https://www.bcit.ca/programs/building-design-and-architectural-cad-associate-certificate-part-time-515hacert/,2026-09-08
